run_id,timestamp,epoch,global_step,split,pest,coco_mAP_0.5_0.95,coco_mAP_0.5,coco_mAP_0.75,coco_AP_small,coco_AR_max1,coco_AR_max10,coco_AR_max100,coco_AR_small,detection_rate,false_positive_rate,precision,recall,f1,tp,fp,fn,fp_frames,tn_frames,detection_rate_pass,fpr_pass,fp_threshold,fp_num_examples,fp_positive_examples,fp_negative_examples,fp_precision,fp_recall,fp_f1,fp_auroc,fp_aupr,eval_threshold,postprocess_threshold,learning_rate,batch_size,weight_decay,freeze_backbone,partial_freeze,freeze_strategy,augment,foe,epochs_requested,model_base,backbone,activation_function,activation_dropout,attention_dropout,dropout,num_queries,d_model,encoder_layers,decoder_layers,encoder_attention_heads,decoder_attention_heads,auxiliary_loss,device_type,torch_version
run_d6ec9003,20260407_044650,6,26874,val,mouse,,,,,,,,,,,0.9931,1.0,0.9965,144,1,0,,,,,0.5,300,115,185,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,val,rat,,,,,,,,,,,0.9907,1.0,0.9953,106,1,0,,,,,0.5,300,90,210,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,246,,,,,0.5,300,162,138,0.0,0.0,0.0,0.5,0.54,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,test,all,0.5599,0.6665,0.6563,0.5382,0.4658,0.5864,0.5864,0.5528,0.5193,0.0,0.9884,0.5193,0.6809,256,3,237,0.0,74.0,False,True,0.5,300,226,74,1.0,0.7345,0.8469,0.8673,0.9345,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,test,mouse,,,,,,,,,,,0.9825,0.9941,0.9882,168,3,1,,,,,0.5,300,125,175,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,test,rat,,,,,,,,,,,1.0,0.9888,0.9944,88,0,1,,,,,0.5,300,75,225,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,235,,,,,0.5,300,162,138,0.0,0.0,0.0,0.5,0.54,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,train,all,0.5681,0.6629,0.6629,0.5407,0.4679,0.5886,0.5886,0.55,0.465,0.0,0.9648,0.465,0.6275,219,8,252,0.0,79.0,False,True,0.5,300,221,79,1.0,0.6471,0.7857,0.8235,0.9071,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,train,mouse,,,,,,,,,,,0.985,0.9924,0.9887,131,2,1,,,,,0.5,300,100,200,1.0,0.99,0.995,0.995,0.9933,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,train,rat,,,,,,,,,,,0.9362,1.0,0.967,88,6,0,,,,,0.5,300,74,226,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,251,,,,,0.5,300,169,131,0.0,0.0,0.0,0.5,0.5633,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,val,all,0.5508,0.66,0.66,0.529,0.4788,0.5718,0.5718,0.5361,0.5119,0.0,0.9958,0.5119,0.6762,236,1,225,0.0,78.0,False,True,0.5,300,222,78,1.0,0.6937,0.8191,0.8468,0.9204,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,val,mouse,,,,,,,,,,,1.0,1.0,1.0,134,0,0,,,,,0.5,300,112,188,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,val,rat,,,,,,,,,,,0.9903,0.9808,0.9855,102,1,2,,,,,0.5,300,85,215,1.0,0.9882,0.9941,0.9941,0.9916,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,223,,,,,0.5,300,152,148,0.0,0.0,0.0,0.5,0.5067,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,test,all,0.5336,0.6632,0.6248,0.5437,0.4203,0.5668,0.5668,0.5556,0.5221,0.0,0.9738,0.5221,0.6797,260,7,238,0.0,64.0,False,True,0.5,300,236,64,1.0,0.6822,0.8111,0.8411,0.9322,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,test,mouse,,,,,,,,,,,0.9675,1.0,0.9835,149,5,0,,,,,0.5,300,107,193,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,test,rat,,,,,,,,,,,0.9823,0.9823,0.9823,111,2,2,,,,,0.5,300,86,214,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,7,31353,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,236,,,,,0.5,300,163,137,0.0,0.0,0.0,0.5,0.5433,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,train,all,0.5581,0.6665,0.6598,0.5377,0.4667,0.5774,0.5774,0.5563,0.4665,0.0,0.9908,0.4665,0.6344,216,2,247,0.0,75.0,False,True,0.5,300,225,75,1.0,0.6489,0.7871,0.8244,0.9122,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,train,mouse,,,,,,,,,,,0.9847,1.0,0.9923,129,2,0,,,,,0.5,300,96,204,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,train,rat,,,,,,,,,,,1.0,1.0,1.0,87,0,0,,,,,0.5,300,76,224,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,247,,,,,0.5,300,157,143,0.0,0.0,0.0,0.5,0.5233,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,val,all,0.5501,0.66,0.66,0.546,0.466,0.571,0.571,0.5601,0.4925,0.0,0.9828,0.4925,0.6562,229,4,236,0.0,75.0,False,True,0.5,300,225,75,1.0,0.6667,0.8,0.8333,0.9167,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,val,mouse,,,,,,,,,,,0.9833,0.9916,0.9874,118,2,1,,,,,0.5,300,99,201,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,val,rat,,,,,,,,,,,0.9823,0.9911,0.9867,111,2,1,,,,,0.5,300,88,212,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,234,,,,,0.5,300,156,144,0.0,0.0,0.0,0.5,0.52,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,test,all,0.5114,0.6552,0.6351,0.4972,0.445,0.5447,0.5447,0.5167,0.4374,0.1235,0.8477,0.4374,0.577,206,37,265,10.0,71.0,False,False,0.5,300,219,81,0.9363,0.6712,0.7819,0.8148,0.9109,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,test,mouse,,,,,,,,,,,1.0,0.9922,0.9961,128,0,1,,,,,0.5,300,101,199,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,test,rat,,,,,,,,,,,0.6783,0.9873,0.8041,78,37,1,,,,,0.5,300,66,234,0.6947,1.0,0.8199,0.9995,0.9984,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,8,35832,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,263,,,,,0.5,300,169,131,0.0,0.0,0.0,0.5,0.5633,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,train,all,0.2867,0.5384,0.2698,0.2768,0.3123,0.4051,0.4051,0.2778,0.4261,0.1486,0.4914,0.4261,0.4564,199,206,268,11.0,63.0,False,False,0.5,300,226,74,0.9308,0.6549,0.7688,0.7993,0.9254,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,train,mouse,,,,,,,,,,,0.5602,0.931,0.6995,135,106,10,,,,,0.5,300,115,185,0.9091,0.9565,0.9322,0.9915,0.9878,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,train,rat,,,,,,,,,,,0.3902,0.8421,0.5333,64,100,12,,,,,0.5,300,67,233,0.5769,0.8955,0.7018,0.9481,0.8908,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,246,,,,,0.5,300,164,136,0.0,0.0,0.0,0.5,0.5467,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,val,all,0.2809,0.5029,0.2931,0.2559,0.2979,0.387,0.387,0.2631,0.4273,0.3182,0.4349,0.4273,0.4311,197,256,264,21.0,45.0,False,False,0.5,300,234,66,0.8877,0.7094,0.7886,0.7763,0.9364,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,val,mouse,,,,,,,,,,,0.4511,0.9231,0.6061,120,146,10,,,,,0.5,300,109,191,0.7222,0.9541,0.8221,0.9723,0.9632,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,val,rat,,,,,,,,,,,0.4118,0.7476,0.531,77,110,26,,,,,0.5,300,84,216,0.5966,0.8452,0.6995,0.9008,0.8395,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,228,,,,,0.5,300,156,144,0.0,0.0,0.0,0.5,0.52,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,test,all,0.2592,0.4719,0.2337,0.2807,0.2717,0.3603,0.3603,0.2813,0.4299,0.1695,0.4638,0.4299,0.4462,224,259,297,10.0,49.0,False,False,0.5,300,241,59,0.9476,0.751,0.838,0.8532,0.9507,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,test,mouse,,,,,,,,,,,0.5524,0.958,0.7008,137,111,6,,,,,0.5,300,106,194,0.8361,0.9623,0.8947,0.9771,0.9732,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,test,rat,,,,,,,,,,,0.3702,0.7373,0.4929,87,148,31,,,,,0.5,300,94,206,0.5816,0.8723,0.6979,0.8915,0.8395,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,1,2986,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,260,,,,,0.5,300,176,124,0.0,0.0,0.0,0.5,0.5867,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,train,all,0.3659,0.6132,0.3878,0.2898,0.3591,0.4235,0.4235,0.2898,0.4678,0.0,0.845,0.4678,0.6022,218,40,248,0.0,67.0,False,True,0.5,300,233,67,1.0,0.7082,0.8291,0.8604,0.9386,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,train,mouse,,,,,,,,,,,0.9388,0.9517,0.9452,138,9,7,,,,,0.5,300,111,189,1.0,0.982,0.9909,0.9909,0.9886,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,train,rat,,,,,,,,,,,0.7207,0.8989,0.8,80,31,9,,,,,0.5,300,81,219,0.9157,0.9383,0.9268,0.9711,0.9581,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,232,,,,,0.5,300,145,155,0.0,0.0,0.0,0.5,0.4833,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,val,all,0.3535,0.5902,0.3639,0.3212,0.3282,0.418,0.418,0.3214,0.4747,0.0845,0.6526,0.4747,0.5496,216,115,239,6.0,65.0,False,False,0.5,300,229,71,0.9636,0.6943,0.8071,0.7965,0.9212,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,val,mouse,,,,,,,,,,,0.6207,0.9333,0.7456,126,77,9,,,,,0.5,300,103,197,0.8167,0.9515,0.8789,0.9574,0.934,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,val,rat,,,,,,,,,,,0.7031,0.9,0.7895,90,38,10,,,,,0.5,300,82,218,0.9146,0.9146,0.9146,0.975,0.9599,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,220,,,,,0.5,300,164,136,0.0,0.0,0.0,0.5,0.5467,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,test,all,0.3559,0.5849,0.4092,0.3736,0.3356,0.4348,0.4348,0.3727,0.4263,0.1429,0.7154,0.4263,0.5343,191,76,257,12.0,72.0,False,False,0.5,300,216,84,0.9221,0.6574,0.7676,0.8273,0.9221,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,test,mouse,,,,,,,,,,,0.7764,0.9766,0.8651,125,36,3,,,,,0.5,300,98,202,0.8448,1.0,0.9159,0.9979,0.9963,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,test,rat,,,,,,,,,,,0.6226,0.8684,0.7253,66,40,10,,,,,0.5,300,62,238,0.9677,0.9677,0.9677,0.9898,0.9849,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,2,5972,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,244,,,,,0.5,300,158,142,0.0,0.0,0.0,0.5,0.5267,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,train,all,0.3377,0.6136,0.2896,0.3391,0.294,0.3885,0.3885,0.3429,0.5077,0.0685,0.7302,0.5077,0.599,230,85,223,5.0,68.0,False,False,0.5,300,227,73,0.9697,0.7048,0.8163,0.8561,0.9353,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,train,mouse,,,,,,,,,,,0.776,0.953,0.8554,142,41,7,,,,,0.5,300,113,187,0.9911,0.9823,0.9867,0.9953,0.9944,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,train,rat,,,,,,,,,,,0.6667,0.9167,0.7719,88,44,8,,,,,0.5,300,72,228,0.8734,0.9583,0.9139,0.9764,0.9648,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,208,,,,,0.5,300,150,150,0.0,0.0,0.0,0.5,0.5,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,val,all,0.317,0.6058,0.2889,0.3263,0.3098,0.3834,0.3834,0.3288,0.4728,0.2368,0.5472,0.4728,0.5073,226,187,252,18.0,58.0,False,False,0.5,300,224,76,0.9027,0.7455,0.8166,0.8231,0.9301,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,val,mouse,,,,,,,,,,,0.712,0.985,0.8265,131,53,2,,,,,0.5,300,103,197,0.8512,1.0,0.9196,0.9986,0.9976,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,val,rat,,,,,,,,,,,0.4148,0.9223,0.5723,95,134,8,,,,,0.5,300,85,215,0.7545,0.9765,0.8513,0.9863,0.9715,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,242,,,,,0.5,300,165,135,0.0,0.0,0.0,0.5,0.55,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,test,all,0.31,0.5653,0.3012,0.307,0.3053,0.3795,0.3795,0.3095,0.4403,0.1429,0.6238,0.4403,0.5162,199,120,253,10.0,60.0,False,False,0.5,300,230,70,0.939,0.6696,0.7817,0.8307,0.9304,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,test,mouse,,,,,,,,,,,0.6939,0.9315,0.7953,136,60,10,,,,,0.5,300,106,194,0.876,1.0,0.9339,0.9929,0.9875,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,test,rat,,,,,,,,,,,0.5122,0.863,0.6429,63,60,10,,,,,0.5,300,63,237,0.7838,0.9206,0.8467,0.9675,0.9496,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_ba9f3eba,20260407_044717,3,8958,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,233,,,,,0.5,300,166,134,0.0,0.0,0.0,0.5,0.5533,0.5,,0.0001,24,0.0001,True,0,head_only,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
